,化学,历史,地理,姓名,学号,性别,数学,物理,班级,生物,英语,语文,手机
3133,78,75,83,朱所关,103133,1,95,93,14,69,92,89,13345304972
3134,88,87,83,杜晴乐,103134,0,65,66,15,72,80,91,14018568027
3135,73,90,83,宋原是,103135,0,83,60,16,80,83,88,13093057774
3136,74,86,95,安能依,103136,1,71,94,17,79,61,69,13240506375
3137,84,95,87,文通立,103137,0,46,71,18,94,76,74,13625673169
3138,86,79,89,朱美成,103138,1,86,69,19,78,98,92,13457262258
3139,97,79,90,谭黻各,103139,1,97,68,20,72,86,79,13094757659
3140,95,85,80,陈所治,103140,0,87,51,21,97,67,71,13163745215
3141,95,89,77,易来上,103141,0,79,99,22,72,89,72,13767199306
3142,68,93,90,顾正莹,103142,1,78,47,23,80,72,95,13827573174
3143,59,79,82,易是关,103143,0,97,61,24,87,68,89,13683537009
3144,84,92,80,傅好动,103144,0,89,75,25,88,91,94,14090941762
3145,74,84,72,金发年,103145,0,58,92,26,91,84,84,13697325076
3146,60,95,89,蓝珍作,103146,1,45,60,27,78,94,73,13028729865
3147,92,93,93,林同法,103147,1,96,73,28,72,95,85,14015531845
3148,85,86,79,程上希,103148,1,66,75,29,89,98,79,13856532899
3149,73,87,91,吕中起,103149,1,95,100,30,99,84,73,13199296685
3150,79,81,88,曾并一,103150,1,84,67,31,100,77,70,13124928693
3151,90,77,98,史及和,103151,0,88,99,32,75,94,65,13351575301
3152,80,78,99,邢生变,103152,0,60,45,33,67,69,85,13177439793
3153,95,87,96,杨关合,103153,0,87,97,34,70,61,84,14019441241
3154,96,80,99,吕彤果,103154,1,63,65,35,87,70,73,13745903518
3155,71,89,98,方作沫,103155,0,99,56,36,100,90,92,13538308794
3156,64,77,83,何明是,103156,1,47,85,37,66,59,69,13553064453
3157,99,75,91,易间立,103157,0,66,76,38,86,60,73,13694724877
3158,56,93,83,雷公方,103158,0,95,74,39,78,65,71,13419343341
3159,98,79,95,杨雪新,103159,0,92,93,40,75,98,83,13934738016
3160,78,88,78,吕建革,103160,1,60,81,41,81,82,79,13099034625
3161,64,81,87,袁新并,103161,0,75,58,42,86,81,80,13387668722
3162,60,78,92,申小关,103162,0,76,48,43,70,89,70,13711539999
3163,55,81,85,方治成,103163,1,73,71,44,100,84,68,13943653899
3164,93,76,99,白彤式,103164,0,99,68,45,75,59,84,14099151599
3165,96,75,82,姜一成,103165,0,70,62,46,99,89,79,13049059668
3166,76,77,73,阳比珍,103166,0,46,78,47,75,90,78,13655361037
3167,96,94,72,程想形,103167,0,94,93,48,79,75,81,13472861959
3168,94,94,90,樊为建,103168,1,93,98,49,65,78,67,13795855913
3169,70,85,92,严方表,103169,0,73,82,50,89,88,93,13917231582
3170,91,91,81,何军道,103170,1,56,52,51,78,91,84,13291203377
3171,83,86,86,区法悦,103171,1,68,92,52,100,93,75,13499502020
3172,100,91,80,齐方表,103172,1,65,86,53,100,60,90,13023428641
3173,93,87,85,熊在合,103173,1,52,85,54,94,79,89,13517181416
3174,89,87,98,郭琳革,103174,0,65,49,55,96,60,75,13085493533
3175,81,82,96,江希公,103175,1,60,92,56,90,92,89,13016603198
3176,74,80,100,万学电,103176,1,94,78,57,68,97,90,13669913799
3177,73,78,78,聂实美,103177,0,52,59,58,75,66,83,13480769430
3178,97,91,73,向因立,103178,1,87,59,59,91,61,79,13157676497
3179,91,89,91,汤雪生,103179,0,85,87,60,89,63,79,13262641413
3180,67,77,87,邱晗样,103180,1,46,69,61,74,94,72,13480155798
3181,93,78,99,颜有瑶,103181,1,77,100,62,66,70,87,13487654443
3182,56,93,84,区民关,103182,0,68,99,63,85,96,68,13164265335
3183,90,76,96,徐一小,103183,0,48,83,64,87,83,95,13911122659
3184,84,82,88,罗果在,103184,0,78,63,65,99,86,81,13673297166
3185,82,91,74,孔花通,103185,1,65,63,1,96,74,75,13137334135
3186,61,79,81,侯用机,103186,0,80,97,2,100,74,65,13120137180
3187,73,92,71,韩沫同,103187,0,88,80,3,95,62,67,13349954246
3188,69,80,80,汪经晴,103188,1,61,65,4,77,94,89,13925619018
3189,66,88,94,方相员,103189,0,70,78,5,79,75,94,13917759917
3190,97,75,71,宋关军,103190,1,55,49,6,67,86,81,14040175863
3191,99,87,87,徐珍军,103191,0,49,59,7,86,81,89,13196529866
3192,63,81,97,朱美是,103192,1,92,45,8,78,62,82,13360392104
3193,82,77,99,白运发,103193,1,69,99,9,81,70,75,13425007255
3194,81,93,79,郑悦革,103194,0,62,67,10,83,68,75,13896715708
3195,81,85,73,吕用大,103195,0,50,54,11,75,59,75,13615959987
3196,55,90,76,白梦琳,103196,1,95,97,12,73,87,91,13366784653
3197,70,92,76,侯艺同,103197,1,59,84,13,95,75,87,13947328581
3198,73,95,93,尹雪重,103198,1,74,45,14,88,74,89,13914564057
3199,65,75,89,牛月好,103199,0,72,69,15,77,61,76,13779529375
3200,57,94,80,邱于军,103200,1,55,96,16,89,98,89,13888575984
3201,97,78,86,崔根能,103201,0,62,49,17,90,70,71,13874745063
3202,70,89,80,牛希重,103202,1,46,52,18,84,70,88,13635175355
3203,62,82,87,文文个,103203,1,51,93,19,90,93,72,14090364992
3204,55,76,74,毛月为,103204,0,74,56,20,81,60,65,13572425871
3205,97,92,100,曹部实,103205,1,83,68,21,100,60,89,13611535236
3206,55,89,72,乔定大,103206,0,57,100,22,65,88,71,13792852250
3207,92,82,94,董沫能,103207,0,99,96,23,93,86,87,13837064820
3208,79,82,98,傅民本,103208,1,85,45,24,92,61,66,13815947070
3209,85,80,85,侯生可,103209,1,81,92,25,69,61,86,13362005305
3210,74,86,93,郭能气,103210,1,60,78,26,77,67,78,13490652588
3211,71,88,71,周分分,103211,1,74,79,27,67,93,69,13224843564
3212,73,81,82,俞经根,103212,0,59,75,28,67,94,89,13579927186
3213,90,85,99,周雪因,103213,1,84,51,29,100,72,83,13194135303
3214,63,82,95,章美沫,103214,1,100,46,30,97,86,75,14063073716
3215,66,83,98,丁有琳,103215,0,47,72,31,99,61,79,13251265721
3216,79,89,79,徐然地,103216,0,86,90,32,74,98,79,13572518076
3217,77,83,84,孟希起,103217,1,82,90,33,78,76,89,13920204161
3218,58,85,92,赵作气,103218,0,71,47,34,89,86,79,13139687497
3219,88,79,89,蓝希利,103219,1,89,51,35,75,90,76,13161181210
3220,60,81,81,江全茜,103220,1,49,56,36,68,87,73,14038288238
3221,68,88,80,蓝实果,103221,1,75,100,37,81,81,88,13541487973
3222,57,91,100,熊利公,103222,1,67,63,38,84,77,86,13890389010
3223,96,91,70,田行来,103223,0,79,78,39,67,84,80,14078526051
3224,89,87,97,江业革,103224,0,72,98,40,74,69,67,13877608125
3225,98,84,89,萧于重,103225,1,54,45,41,94,88,91,13228621252
3226,62,79,72,岳建定,103226,0,95,98,42,99,68,82,13795211066
3227,68,90,79,温间同,103227,0,54,49,43,83,61,71,14061609345
3228,77,77,92,侯运工,103228,0,58,99,44,90,61,80,13075778612
3229,87,88,74,俞多比,103229,0,56,99,45,91,60,82,13961957354
3230,93,94,97,韩根定,103230,0,49,45,46,69,89,78,13958662733
3231,74,76,83,徐沫正,103231,1,81,61,47,94,75,70,13627113482
3232,96,90,90,俞想平,103232,0,72,73,48,75,87,73,13744439737
3233,88,79,99,孔来和,103233,1,94,52,49,80,63,95,13110478761
3234,87,81,92,孟相意,103234,0,73,78,50,71,72,91,13265397745
3235,62,91,80,江好公,103235,1,59,98,51,100,70,86,13748179065
3236,95,93,93,唐沫间,103236,1,94,68,52,75,93,71,13167026472
3237,55,75,75,毛行地,103237,0,71,45,53,70,75,91,13393043960
3238,90,77,82,罗因上,103238,1,75,75,54,87,84,80,13168435039
3239,77,85,88,雷相地,103239,1,70,45,55,87,67,72,13956153609
3240,64,88,90,郑比进,103240,0,45,90,56,81,64,90,13877279548
3241,71,76,86,孔得各,103241,0,54,93,57,96,79,76,13996217841
3242,76,86,91,姜成花,103242,1,96,50,58,76,88,83,13768412621
3243,81,87,75,刘小雪,103243,1,50,82,59,87,81,82,13414639088
3244,98,82,91,赵同原,103244,0,48,46,60,87,98,72,13488255165
3245,85,84,100,宋涵子,103245,1,88,98,61,91,95,85,13722265780
3246,66,79,75,苏丽电,103246,0,50,55,62,83,63,73,13165497766
3247,77,78,89,向好本,103247,0,98,65,63,92,59,88,13688168242
3248,75,89,74,熊悦珍,103248,0,57,56,64,94,98,88,13075185170
3249,58,94,71,莫所梅,103249,1,88,64,65,86,61,80,13724502357
3250,71,79,72,庞所志,103250,0,59,85,1,81,77,69,14016505267
3251,96,78,74,邵有政,103251,1,52,84,2,82,70,68,13779818964
3252,92,84,100,方相气,103252,0,63,95,3,74,85,81,13639252691
3253,87,89,86,俞电得,103253,1,88,65,4,92,86,81,13088211613
3254,92,79,83,吴晗莹,103254,1,48,86,5,86,70,75,13829601138
3255,64,93,70,钱本分,103255,1,79,74,6,100,92,92,13913765261
3256,77,92,73,向大上,103256,1,75,55,7,99,71,69,13512521104
3257,83,80,100,王样形,103257,0,87,90,8,66,95,78,13731779248
3258,62,80,93,杜中义,103258,0,66,51,9,65,95,86,14054015020
3259,58,75,82,万工然,103259,1,66,45,10,98,66,66,13784258057
3260,79,91,99,林利和,103260,0,51,68,11,78,74,71,13397421494
3261,83,83,81,白经月,103261,1,92,45,12,69,65,87,13659191869
3262,77,89,93,白发地,103262,1,86,65,13,90,80,80,14094449377
3263,62,77,82,杜乐了,103263,0,48,67,14,78,67,73,13864237062
3264,92,95,98,孔定气,103264,0,98,83,15,69,94,73,13653011011
3265,91,88,94,陶建进,103265,0,96,63,16,82,66,84,13151036297
3266,68,90,100,邱理黻,103266,1,77,56,17,79,81,87,13396406627
3267,63,79,74,孙气作,103267,0,48,58,18,88,68,89,13075259184
3268,78,92,73,黄然合,103268,0,80,84,19,92,86,86,13757354236
3269,90,82,99,熊能法,103269,0,54,68,20,95,85,82,13894118354
3270,92,80,72,孔学道,103270,1,46,45,21,78,95,83,13528797247
3271,81,84,74,铁运成,103271,0,52,53,22,88,82,70,13795989103
3272,62,93,70,毛年变,103272,0,78,73,23,82,65,89,13270011813
3273,85,75,79,胡雪通,103273,1,82,85,24,91,67,85,13871064676
3274,64,81,84,吕建及,103274,0,83,80,25,92,66,84,13148712232
3275,77,95,89,汤瑶关,103275,1,78,78,26,91,68,65,13741312781
3276,95,78,83,莫希玉,103276,1,84,74,27,70,60,72,13181413069
3277,88,93,99,蒋那式,103277,0,51,48,28,98,85,69,13270239136
3278,61,92,71,陶正方,103278,0,45,76,29,76,65,79,13381152230
3279,70,94,95,顾一意,103279,1,48,63,30,75,75,83,13947367634
3280,75,77,81,梁并重,103280,1,74,50,31,79,82,87,13432417513
3281,73,90,70,吕比了,103281,0,89,99,32,90,61,89,13886682424
3282,67,88,77,汪大有,103282,1,60,95,33,82,97,70,13378049262
3283,79,92,92,孟北同,103283,1,56,68,34,78,61,70,13280652269
3284,99,78,89,温然为,103284,0,80,82,35,86,98,78,13170537718
3285,59,76,96,马变业,103285,1,100,94,36,74,89,80,13769904919
3286,82,86,100,方有彤,103286,0,63,58,37,98,64,66,13614617613
3287,99,90,73,袁法果,103287,0,74,80,38,84,71,77,13919493110
3288,63,79,91,魏国革,103288,0,78,90,39,90,95,66,13181374631
3289,79,93,94,马莹来,103289,0,68,45,40,83,78,93,13281712208
3290,80,84,94,颜灵一,103290,0,47,57,41,73,62,80,13129537849
3291,91,85,73,牛丽比,103291,0,47,49,42,70,64,77,13789983349
3292,92,92,85,孔美道,103292,0,78,63,43,95,97,86,13751212303
3293,75,88,91,雷一意,103293,0,64,82,44,65,87,95,14059929801
3294,55,95,95,翟琳作,103294,0,88,96,45,97,91,78,13845284144
3295,87,92,81,吕新质,103295,0,90,80,46,75,79,72,13525865745
3296,57,77,85,史员法,103296,1,73,75,47,98,87,93,13180761699
3297,84,88,96,唐义利,103297,0,92,86,48,85,78,85,13470926442
3298,91,82,81,朱同好,103298,1,91,99,49,97,59,80,13533799902
3299,58,84,88,常乐员,103299,1,68,57,50,85,60,75,13560599279
3300,71,86,95,韩运关,103300,0,55,55,51,77,96,79,13958965776
3301,93,85,76,翟动小,103301,0,97,50,52,81,67,91,14097806790
3302,72,76,76,林个治,103302,1,82,51,53,96,78,86,13466528364
3303,97,79,81,区了果,103303,1,77,48,54,84,83,81,13958684624
3304,86,83,79,钱莹年,103304,1,93,45,55,78,69,85,13942078184
3305,72,80,90,区相关,103305,1,45,75,56,74,90,74,14032977211
3306,80,92,71,袁国军,103306,1,80,63,57,81,92,70,13980833991
3307,95,92,95,莫理志,103307,0,77,92,58,82,86,80,13437564381
3308,95,88,72,周灵利,103308,1,46,89,59,94,86,93,13894861106
3309,63,89,77,温彤动,103309,0,69,73,60,96,68,68,13675703188
3310,83,80,92,李原是,103310,0,66,54,61,76,89,87,13961709700
3311,90,78,77,张立点,103311,0,99,57,62,72,75,73,13463704831
3312,59,86,72,阳丽义,103312,1,52,93,63,90,83,70,13963715842
3313,68,94,72,何起象,103313,1,61,59,64,69,87,75,13015358249
3314,78,85,72,姜原蕊,103314,1,51,61,65,81,97,78,13793056448
3315,93,75,98,龙珍作,103315,1,74,58,1,86,96,74,13964185890
3316,80,89,93,安生茜,103316,0,92,72,2,93,66,80,13128294397
3317,70,87,98,金利彤,103317,0,93,75,3,96,95,71,13346691863
3318,67,89,83,侯北为,103318,0,86,46,4,76,80,82,13516184138
3319,85,83,100,秦实丽,103319,0,85,99,5,88,79,92,13928325239
3320,86,91,94,段悦地,103320,0,73,72,6,96,72,74,13625372319
3321,75,92,90,蒋关道,103321,0,85,81,7,68,75,88,13214895795
3322,63,83,97,温为雪,103322,1,71,75,8,74,59,76,13364732940
3323,83,93,70,铁花来,103323,1,100,82,9,77,75,82,13457673387
3324,61,92,93,刘所合,103324,1,54,95,10,92,77,79,14031916250
3325,84,87,72,曾黻花,103325,0,54,64,11,71,85,91,13791738510
3326,60,77,92,沈志多,103326,0,80,94,12,100,83,93,13946985015
3327,63,82,94,金那根,103327,0,84,95,13,82,86,82,13665149381
3328,100,87,72,庄然同,103328,0,98,94,14,93,86,87,13338293187
3329,100,79,89,陶通作,103329,1,99,92,15,88,96,76,13121994979
3330,74,89,93,段学依,103330,0,59,57,16,74,67,82,13194224830
3331,69,75,85,贺想灵,103331,0,75,58,17,70,63,67,13867489447
3332,62,95,94,沈为上,103332,0,76,90,18,98,73,95,13178797348
3333,68,80,97,程方个,103333,0,56,94,19,82,64,89,13149181139
3334,88,92,100,齐北学,103334,0,85,51,20,88,98,90,13882791327
3335,73,77,91,龙间实,103335,0,49,96,21,78,85,93,13210483858
3336,98,78,72,叶长用,103336,0,55,90,22,82,67,86,13025139748
3337,67,95,82,葛为长,103337,0,46,75,23,74,75,95,13325811084
3338,98,85,86,赫立珍,103338,0,61,77,24,69,62,84,13562487499
3339,82,77,76,高工气,103339,1,57,52,25,74,88,88,13630771666
3340,84,95,80,熊员梦,103340,0,97,64,26,92,60,71,13199578554
3341,88,76,98,邵小利,103341,0,59,59,27,82,88,78,13156845678
3342,62,77,75,陶立及,103342,1,64,59,28,85,89,79,13113031963
3343,90,78,80,吴灵学,103343,1,88,94,29,93,88,93,14069909745
3344,70,82,70,潘那形,103344,1,100,63,30,86,65,75,13414978874
3345,64,79,72,颜地心,103345,0,82,52,31,65,69,75,13091222015
3346,73,89,85,莫好表,103346,1,50,67,32,76,65,85,13089303177
3347,76,78,98,陶为定,103347,1,63,56,33,98,62,94,13240189768
3348,97,79,99,汤电月,103348,0,71,46,34,88,73,75,13642342005
3349,94,82,77,章大希,103349,0,73,92,35,73,97,85,13746019145
3350,86,92,91,钟有和,103350,1,67,84,36,95,67,75,13582617947
3351,65,87,86,阳义是,103351,1,53,45,37,80,60,72,13746382409
3352,57,95,90,高比地,103352,1,53,67,38,88,81,75,13088872810
3353,64,76,89,沈地道,103353,0,93,89,39,66,83,94,13256363770
3354,63,93,73,庞好行,103354,1,48,82,40,98,62,85,13789697266
3355,99,75,93,贾理珍,103355,1,100,46,41,99,73,90,14021021506
3356,55,79,81,尹式倩,103356,1,49,59,42,83,63,92,13625614439
3357,86,90,77,蒋比治,103357,0,84,86,43,98,94,70,13018725070
3358,66,79,77,徐倩中,103358,0,74,78,44,76,92,79,13494474004
3359,58,79,71,区明全,103359,0,87,71,45,69,94,81,13022031923
3360,87,83,80,钟个果,103360,0,92,45,46,83,80,82,13812106424
3361,59,80,77,秦变希,103361,0,72,98,47,66,90,83,13251479021
3362,62,76,86,贾及运,103362,1,85,75,48,66,98,68,13658452259
3363,78,79,81,陈乐蕊,103363,0,91,79,49,99,78,76,13097429462
3364,55,79,84,牛晗莹,103364,1,65,55,50,66,61,77,13535054512
3365,65,80,99,易工灵,103365,0,46,90,51,80,96,73,14093285193
3366,68,86,79,史文丽,103366,0,92,85,52,85,91,70,13276155272
3367,91,80,100,龙艺道,103367,0,87,79,53,81,91,87,13644404758
3368,93,82,71,薛时大,103368,0,75,68,54,88,69,85,13567337691
3369,78,93,98,胡合各,103369,1,92,88,55,74,60,79,13887866062
3370,77,94,77,杜分个,103370,0,92,68,56,100,63,84,13086509785
3371,78,75,96,文分长,103371,0,82,87,57,75,86,86,13819202007
3372,72,89,86,丁志正,103372,1,59,74,58,99,77,78,14068452021
3373,62,89,97,袁治于,103373,0,66,78,59,88,60,87,13396652790
3374,91,80,81,雷国个,103374,1,89,100,60,87,93,74,13884116328
3375,91,92,79,杜和建,103375,0,95,69,61,72,72,74,13663839267
3376,60,77,82,聂定业,103376,0,99,69,62,93,62,83,14084505621
3377,93,91,95,罗中美,103377,1,76,96,63,96,82,74,13140009355
3378,58,85,93,严质明,103378,0,48,82,64,88,69,86,13312974457
3379,77,78,76,陶文月,103379,1,49,56,65,94,74,77,13335952358
3380,61,79,73,徐经点,103380,0,68,51,1,68,84,74,13714898228
3381,78,87,83,郭茜员,103381,1,70,45,2,75,95,71,13372603675
3382,76,92,98,孙在同,103382,0,62,60,3,74,95,81,13037596173
3383,69,77,98,刘表一,103383,0,47,71,4,96,94,72,13019095378
3384,62,95,75,金合作,103384,0,85,81,5,66,88,92,13651729534
3385,84,78,96,白想能,103385,1,62,93,6,80,97,68,14049783936
3386,97,86,95,郑公通,103386,1,93,73,7,68,69,93,13153824608
3387,79,94,86,雷成及,103387,0,97,45,8,78,93,78,14014181640
3388,84,92,78,潘长依,103388,0,49,81,9,90,83,86,13493711011
3389,76,78,72,罗利年,103389,1,61,96,10,100,77,87,13837262295
3390,95,84,84,袁长得,103390,1,49,96,11,93,63,74,13383208018
3391,58,82,89,胡中各,103391,1,89,46,12,76,84,68,13972046303
3392,83,95,74,钟依想,103392,0,96,57,13,68,63,77,13518056120
3393,69,92,80,牛黻好,103393,0,72,46,14,73,84,89,13973125634
3394,81,75,95,薛然希,103394,0,55,55,15,69,91,90,14064538951
3395,82,94,72,潘想艺,103395,0,91,99,16,80,91,92,14023597567
3396,65,92,74,许倩沫,103396,1,90,84,17,93,93,91,13880831030
3397,97,78,76,曹根道,103397,1,58,94,18,84,74,73,13588652755
3398,55,77,85,魏民并,103398,1,87,93,19,88,87,89,13657039892
3399,99,90,85,侯好气,103399,1,48,76,20,88,97,89,13189652841
3400,78,77,84,罗工灵,103400,1,68,95,21,93,66,70,13927086532
3401,67,85,70,俞社果,103401,0,75,69,22,80,74,77,13697338424
3402,94,82,70,岳变象,103402,1,59,91,23,93,69,74,13045241799
3403,58,87,82,常晗分,103403,1,45,79,24,75,85,86,13252067719
3404,59,84,99,彭个可,103404,0,72,84,25,84,64,91,13847448648
3405,66,82,96,朱通大,103405,0,97,75,26,73,61,88,13530428617
3406,83,84,90,段平蕊,103406,0,83,51,27,80,95,81,13719985110
3407,72,82,99,金一丽,103407,1,62,65,28,80,82,74,13593497319
3408,83,77,74,文社志,103408,0,79,73,29,85,92,81,13989148143
3409,92,87,87,高间义,103409,1,79,47,30,89,61,65,13417362655
3410,75,84,89,韩月通,103410,0,92,95,31,65,84,65,13060518153
3411,72,95,72,邢多间,103411,0,85,80,32,77,90,82,13395487451
3412,64,88,84,阳于比,103412,0,87,46,33,100,60,66,13897697289
3413,57,79,83,温法中,103413,0,97,46,34,97,61,72,13797616011
3414,62,77,100,俞并式,103414,0,52,94,35,87,61,75,13456776987
3415,56,82,83,段琳有,103415,1,67,61,36,89,85,68,13643027842
3416,56,81,86,罗不了,103416,1,60,93,37,90,92,88,13838826419
3417,65,83,86,尹实上,103417,1,56,45,38,88,87,87,13353505854
3418,69,93,92,姜合比,103418,0,47,61,39,72,87,86,13124578162
3419,63,75,71,庄定来,103419,0,83,64,40,78,94,89,13117694463
3420,64,92,97,谭同时,103420,1,94,54,41,69,81,83,13461966549
3421,80,75,89,田政运,103421,1,83,51,42,97,76,67,13174087367
3422,89,93,97,孙革关,103422,1,69,67,43,70,88,81,13243876372
3423,85,86,92,龙建关,103423,1,97,64,44,99,91,68,13645053400
3424,57,89,85,向年希,103424,1,99,92,45,70,89,86,13225014484
3425,92,92,70,徐平分,103425,1,100,86,46,69,95,95,13469692706
3426,89,88,85,任琳民,103426,1,96,92,47,99,67,73,13759229358
3427,58,84,81,顾个军,103427,0,85,56,48,66,76,88,14084714700
3428,85,84,87,洪时理,103428,0,57,47,49,77,97,94,13879444466
3429,81,82,88,史志并,103429,1,86,67,50,78,91,94,13893617537
3430,88,95,80,陆军本,103430,1,93,71,51,69,94,72,13381331658
3431,99,83,88,邢梅所,103431,1,52,81,52,82,78,83,13167415010
3432,57,89,74,贺电法,103432,0,82,89,53,100,72,84,13449201877
3433,65,93,84,庄莹彤,103433,0,75,75,54,76,69,89,13123095988
3434,59,78,74,韦民样,103434,0,83,70,55,90,79,89,13885398932
3435,69,82,89,韦进学,103435,1,79,57,56,86,63,91,13840504732
3436,95,95,95,铁于希,103436,0,46,98,57,79,89,87,13321562860
3437,86,90,91,白义中,103437,1,48,61,58,83,64,81,13030677403
3438,76,77,78,常形电,103438,1,49,67,59,68,65,92,13912375611
3439,66,84,90,王间义,103439,0,84,62,60,66,72,76,13418848160
3440,72,84,73,苏工重,103440,0,90,71,61,72,97,90,13784941503
3441,57,81,71,彭然建,103441,1,89,54,62,93,70,87,13948943844
3442,97,92,76,江梦经,103442,1,96,61,63,85,85,88,13896024771
3443,75,75,97,聂电象,103443,0,59,59,64,80,68,74,13340161136
3444,68,95,76,谭依全,103444,1,95,58,65,89,64,78,14076698010
3445,68,93,70,郭地艺,103445,1,82,68,1,80,78,81,13572066519
3446,66,80,100,庄公本,103446,1,87,98,2,94,76,84,13527306542
3447,97,83,94,苏成美,103447,1,89,70,3,85,70,83,13938449771
3448,70,95,95,孙并黻,103448,0,95,50,4,77,70,73,13437608493
3449,80,77,79,毛不象,103449,1,83,76,5,81,78,67,13856915134
3450,55,89,73,董社涵,103450,0,76,95,6,84,79,87,13962243319
3451,77,95,73,马国形,103451,1,74,88,7,67,73,84,14013011638
3452,83,87,95,蓝有新,103452,0,95,94,8,68,80,80,13724069926
3453,71,83,77,崔正法,103453,1,77,82,9,69,92,65,13520959774
3454,96,83,78,常式间,103454,0,52,46,10,74,81,65,13624012990
3455,87,93,80,洪然形,103455,1,100,60,11,72,86,74,13728881233
3456,69,95,93,俞梅方,103456,1,78,99,12,70,98,77,13529735213
3457,87,78,88,金丽方,103457,0,93,63,13,82,79,66,13674817104
3458,59,88,98,万琳子,103458,0,76,50,14,65,91,76,13944133944
3459,66,75,72,韦国相,103459,1,66,87,15,81,69,84,13174281404
3460,89,90,92,魏实因,103460,0,89,48,16,95,94,72,14073592407
3461,95,89,88,徐义工,103461,0,97,75,17,85,88,84,13792222385
3462,55,83,100,庞雪艺,103462,0,71,51,18,92,80,78,13184589961
